newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
1438,0,3,2,"Householdhead","3/7/13","Female",26,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,.m,.m,"No","No",.n,"Muslim",.m,.n,.n,"Employed",.n,.m,.c,.c,.c,.c,.n,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Somewhat","Satisfied","Not at all satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","N","Y","Y","Better","Better","Better","Better","Better","Better","Better","Better","Better","Better","Y","Y","Y","Y","Y","Y","Y",6,.m,"Worse",.m,"Higher","Higher","Higher",.m,"Worse","Yes","Yes","Yes","Yes",6,"Owned","Kacha","Y",1,0,0,1,0,0,.n,"Service","Others",.n,"Service","Remittance",0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,12,9,0,0,0,0,0,0,0,"Higher","Higher",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,,0,.n,.m,.n,0,.m,0,.n,1,300000,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,14,5
1439,0,2,2,"Householdhead","3/7/13","Male",52,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",3,"Employed",.n,"Handicrafts",14,6,12,40,4000,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Somewhat","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Better","Better","Better","Better","Better","Better","Better","Better","Better","Better","Y","Y","Y","Y","Y","Y","Y",5,"Same","Same",.m,"Worse","Worse",.m,.m,"Better","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,7,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",0,0,0,0,0,0,0,0,0,0,"Lower","Lower",3000,0,0,0,0,300,0,0,0,100,4000,60,5000,0,.n,.m,.n,0,.m,0,.n,0,.m,0,.n,"N",.n,"",.n,.n,"O",2011,"",300000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,14,5
1440,0,4,4,"Householdhead","3/7/13","Female",25,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Never",1,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Somewhat","Satisfied","Not at all satisfied","Satisfied","Satisfied","Quite satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Better","Better","Better","Better","Better","Better","Better","Better","Better","Better","N","Y","Y","Y","Y","Y","Y",5,.m,"Higher",.m,"Higher","Higher",.m,.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,1,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,8,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",2,12,18,2,0,0,20000,29000,0,0,"Higher","Higher",40000,400,0,0,0,0,200,200,0,0,10000,40,7000,0,.n,1,2000,0,.m,0,.n,1,30000,0,.n,"N",.n,"",.n,.n,"O",1966,"",700000,"N","N",.n,"",.n,.n,"O",.x,"Y",800,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",2000,"N","O",2009,"",.m,"N","O",2008,"",4000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,14,5
1441,0,4,4,"Householdhead","3/7/13","Male",25,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Irregular",0,"Employed",.n,"Business (small)",6,7,12,8,5000,.n,.m,.c,.c,.c,.c,.n,.n,"Yes",".n",.n,.n,1,40000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied","Worse","Not at all satisfied","Not at all","Not at all","Not at all","Not at all satisfied","Not at all satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Not at all satisfied","Not at all satisfied","Satisfied","Not at all satisfied","Y","Y","Y","Worse","Worse","Better","Better","Better","Worse","Worse","Better","Worse","Worse","Y","Y","Y","Y","N","Y","Y",5,.m,"Worse",.m,"Worse",.m,"Worse",.m,"Worse","Yes","Yes","Yes","Yes",5,"Others","Kacha","Y",1,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,4,0,0,0,0,0,0,0,"Lower","Lower",5000,700,0,0,300,100,0,3000,0,1000,8000,0,7000,0,.n,1,40000,0,.m,1,40000,0,.m,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",400,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,14,5
1442,0,7,5,"Householdhead","3/7/13","Male",45,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,.m,.m,"No","No",.n,"Muslim","Moderate","Regular",2,"Employed",.n,"Business (small)",6,3,6,20,6000,.n,.m,.c,.c,.c,.c,.n,.n,"Yes","Grameen Bank",.n,.n,7,8000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Somewhat","Somewhat","Somewhat","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","N","Y","Better","Better","Better","Better","Better","Better","Better","Better","Better","Better","Y","Y","Y","Y","Y","Y","Y",5,.m,"Higher",.m,"Higher",.m,"Higher",.m,"Better","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Agriculture","Agriculture",.n,.n,"Agriculture","Manufacture",15,0,80,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",2,5,6,1,3,0,0,0,0,0,0,0,3000,200,0,0,0,1000,1000,1500,0,0,10000,50,10000,1,200000,.m,.n,0,.m,0,.n,0,.m,0,.n,"N",.n,"",.n,.n,"O",1980,"",1000000,"N","N",.n,"",.n,.n,"O",2011,"",500,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,14,5
1443,0,4,4,"Wife","8/7/13","Female",20,"Married","Non","No migrants","Bankina","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Very","Never",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better","Completely satisfied","All day","Not at all","Not at all","Completely Satisfied","Completely satisfied","Quite satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Quite satisfied","Quite satisfied",.m,"N",.m,.m,"Same","Worse","Worse","Same","Same","Same","Same","Same","Same",.m,"N",.m,"Y",.m,"Y",.m,"Y",3,.m,"Worse","Worse","Worse","Worse","Worse",.m,"Better",.m,"Yes","Yes","Yes",3,"Owned","Kacha","N",1,0,0,0,0,0,"Others","Others",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,25,2,0,0,0,300,0,0,0,"Higher","Same",2000,50,0,0,300,0,500,500,0,0,7000,0,5000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2000,"",15000,"N","N",.n,"",.n,.n,"O",2011,"",3000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1444,0,4,3,"Householdhead","8/7/13","Male",.c,"Married","Non","Domestic migrants","Bankina","0",0,2,"No",.n,2,0,0,"No","No",.n,"Muslim",.m,"Regular",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied",.m,"Quite satisfied",.m,"Not at all","Not at all","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Completely satisfied","Satisfied",.m,.m,"Somewhat unsatisfied",.m,.m,.m,.m,"Same","Same","Same","Same",.m,"Same",.m,"Same","Same",.m,"N",.m,.m,.m,"Y",.m,"N",2,.m,"Worse",.m,"Worse",.m,.m,.m,"Better","Yes",.m,"Yes","No",2,"Owned","Kacha","Y",3,0,0,1,0,0,"Others","Others",.n,.n,.n,.n,40,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",0,0,0,0,0,0,0,0,0,0,"Lower",.m,3000,0,0,0,.m,500,.m,0,0,200,,15,,0,.n,0,.n,0,.n,0,.n,1,220000,0,.n,"N",.n,"",.n,.n,"O",1993,"",25000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1445,0,6,4,"Wife","8/7/13","Female",40,"Married","Non","International migrants","Bankina","0",0,0,"No",.n,0,.m,0,"Yes","No",.n,"Muslim","Very","Regular",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No","Bangladesh Bureau",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Satisfied","All day","Not at all","Not at all","Completely Satisfied","Quite satisfied","Satisfied","Satisfied","Satisfied","Quite satisfied","Satisfied","Completely Satisfied","Somewhat unsatisfied",.m,"Y",.m,.m,"Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,"Y","Y","Y",.m,"Y",.m,"Y",,.m,"Worse",.m,"Higher",.m,"Worse",.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",2,1,0,1,0,0,"Others","Others",.n,.n,"Agriculture","Remittance",0,0,1000,"Tube Well",.m,"Tube Well","Pond","Solar Panel",.m,.m,.m,.m,.m,"Y","N","N","Y",2,0,4,0,0,5,0,0,0,0,"Same","Higher",3000,400,0,100000,0,3000,100,500,7000,600,25,43000,7000,0,.n,0,.n,0,.n,0,.n,1,230000,0,.n,"N",.n,"",.n,.n,"O",2005,"",150000,"Y","N",.n,"",.n,.n,"O",2011,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2012,"",12000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1446,0,4,2,"Householdhead","8/7/13","Male",65,"Married","Non","International migrants","Bankina","0",0,5,"No",.n,5,0,0,"No","Yes","Temporary","Muslim","Very","Regular",5,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"Yes","Bangladesh Bureau",.n,.n,12,12000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Somewhat unsatisfied","All day","All day","All day","Quite satisfied","Somewhat unsatisfied","Satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied",.m,.m,.m,.m,"Same","Same","Same","Same","Same","Same","Same","Better","Same","Better",.m,"Y","Y","Y","Y","Y","Y",1,.m,"Worse",.m,"Worse",.m,.m,.m,"Same",.m,"Yes","Yes","Yes",1,"Owned","Kacha","N",,0,0,0,0,0,"Others","Others",.n,"Remittance","Remittance",.n,8,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Higher",1500,100,0,800,0,0,400,500,0,300,10000,20,,0,.n,0,.n,0,.n,0,.n,1,450000,0,.n,"N",.n,"",.n,.n,"O",1993,"",3000,"N","N",.n,"",.n,.n,"O",2012,"",1500,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1447,0,7,7,"Householdhead","8/7/13","Female",35,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied","All day","Not much","Not much","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied",.m,.m,.m,.m,"Better","Better","Better","Better","Same","Same","Same","Better","Better","Better","Y","Y","Y",.m,"Y",.m,"N",,.m,"Worse",.m,"Worse","Same",.m,.m,"Better","Yes","Yes","Yes","No",.m,"Owned","Kacha","N",2,0,0,1,0,0,"Others","Others",.n,"Service","Service",.n,200,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",0,0,0,0,0,0,0,0,0,0,"Lower",.m,3000,0,0,0,0,500,600,0,0,150,15000,20,6000,2,60000,1,8000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2001,"",15000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1448,0,11,8,"Householdhead","8/7/13","Male",90,"Married","Non","International migrants","Bankina","0",0,0,"No",.n,0,.m,.m,"No","No",.n,"Muslim","Very","Regular",1,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Completely satisfied","All day","Not at all","Not at all","Completely Satisfied","Somewhat unsatisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Completely Satisfied","Quite satisfied",.m,.m,.m,.m,.m,"Better","Same","Same","Same","Same","Same","Same","Same",.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,"Same",.m,"Higher",.m,"Worse",.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",4,1,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","N",2,0,0,0,0,0,0,0,0,0,,.m,.m,0,0,0,4000,5000,.m,0,0,500,,120,,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",1993,"",300000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1449,0,5,5,"Householdhead","8/7/13","Male",40,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Irregular",0,"Employed",.n,"Agricultural Sharecropping",8,7,12,30,5000,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","All day","All day","Not at all","Satisfied","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Y","Y","Y","Same","Better","Same","Same","Same","Same","Same","Same","Same","Same","Y","Y","Y","Y","Y","Y","Y",3,"Same","Worse",.m,"Worse","Same","Worse",.m,"Worse","Yes","Yes","Yes","Yes",3,"Owned","Kacha","Y",1,0,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,0,0,150,"Tube Well",.m,"Pond",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",1,0,0,0,0,0,0,0,0,0,"Same",.m,4000,0,0,0,1000,1000,500,0,500,500,5000,20,6000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2005,"",15000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1450,0,3,3,"Householdhead","8/7/13","Male",70,"Married","Non","No migrants","Bankina","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Very","Regular",5,"Employed",.n,"Others",12,7,12,1,.c,.c,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied",.m,.m,"All day","Quite a bit","Not at all","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Somewhat unsatisfied","Completely Satisfied",.m,.m,.m,.m,"Better","Better","Same","Same","Same","Same","Same","Same","Same",.m,.m,"Y","Y",.m,"Y",.m,"Y",3,.m,.m,.m,"Worse",.m,"Worse",.m,"Better","Yes","Yes","Yes","Yes",3,"Rent-Free","Kacha","N",1,0,0,0,0,0,"Others","Others",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Pond",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","N",0,0,0,0,0,0,0,0,500,0,"Lower",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"A",2011,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
1451,0,6,5,"Wife","8/7/13","Female",35,"Married","Non","Domestic migrants","Bankina","0",0,5,"No",.n,5,2,0,"Yes","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"Yes","Bangladesh Bureau",.n,.n,12,12000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","All day","Not much","Not much","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Satisfied","Somewhat unsatisfied",.m,"Y",.m,.m,"Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,"Y","Y","Y",.m,"Y",.m,"Y",3,.m,"Worse","Worse","Worse","Worse","Worse",.m,"Same","Yes","Yes","Yes","Yes",3,"Owned","Kacha","Y",2,.m,.m,1,.m,.m,"Others","Others",.n,.n,"Agriculture","Service",0,0,100,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Higher",4000,500,0,3000,500,500,500,2000,3000,500,6000,10,10000,1,40000,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",1991,"",.m,"N","N",.n,"",.n,.n,"O",2008,"",1000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,19,3
